path,gardiner_code,source_image,class_idx
Dataset/Manual/Preprocessed/5/050195_O34.png,O34,5,82
Dataset/Manual/Preprocessed/9/090263_N37.png,N37,9,76
Dataset/Manual/Preprocessed/41/410191_I9.png,I9,41,49
Dataset/Manual/Preprocessed/7/070389_M17.png,M17,7,54
Dataset/Manual/Preprocessed/22/220014_I10.png,I10,22,48
Dataset/Manual/Preprocessed/23/230359_D35.png,D35,23,7
Dataset/Manual/Preprocessed/20/200305_N35.png,N35,20,74
Dataset/Manual/Preprocessed/23/230119_N35.png,N35,23,74
Dataset/Manual/Preprocessed/9/090147_N35.png,N35,9,74
Dataset/Manual/Preprocessed/22/220421_N35.png,N35,22,74
Dataset/Manual/Preprocessed/23/230066_I9.png,I9,23,49
Dataset/Manual/Preprocessed/21/210303_I10.png,I10,21,48
Dataset/Manual/Preprocessed/5/050060_D4.png,D4,5,10
Dataset/Manual/Preprocessed/3/030266_G17.png,G17,3,33
Dataset/Manual/Preprocessed/5/050205_D58.png,D58,5,15
Dataset/Manual/Preprocessed/9/090262_G35.png,G35,9,38
Dataset/Manual/Preprocessed/22/220342_D35.png,D35,22,7
Dataset/Manual/Preprocessed/5/050294_M17.png,M17,5,54
Dataset/Manual/Preprocessed/21/210037_N35.png,N35,21,74
Dataset/Manual/Preprocessed/5/050098_S29.png,S29,5,97
Dataset/Manual/Preprocessed/23/230170_D54.png,D54,23,13
Dataset/Manual/Preprocessed/5/050268_D28.png,D28,5,6
Dataset/Manual/Preprocessed/41/410171_V28.png,V28,41,111
Dataset/Manual/Preprocessed/22/220256_S29.png,S29,22,97
Dataset/Manual/Preprocessed/7/070299_N35.png,N35,7,74
Dataset/Manual/Preprocessed/21/210296_N37.png,N37,21,76
Dataset/Manual/Preprocessed/22/220015_D21.png,D21,22,5
Dataset/Manual/Preprocessed/23/230173_N35.png,N35,23,74
Dataset/Manual/Preprocessed/3/030427_F16.png,F16,3,22
Dataset/Manual/Preprocessed/22/220013_G17.png,G17,22,33
Dataset/Manual/Preprocessed/3/030083_N14.png,N14,3,67
Dataset/Manual/Preprocessed/39/390218_N35.png,N35,39,74
Dataset/Manual/Preprocessed/23/230160_D46.png,D46,23,11
Dataset/Manual/Preprocessed/5/050180_G43.png,G43,5,44
Dataset/Manual/Preprocessed/23/230079_N18.png,N18,23,69
Dataset/Manual/Preprocessed/23/230147_G43.png,G43,23,44
Dataset/Manual/Preprocessed/20/200350_M17.png,M17,20,54
Dataset/Manual/Preprocessed/7/070090_S29.png,S29,7,97
Dataset/Manual/Preprocessed/41/410295_O50.png,O50,41,85
Dataset/Manual/Preprocessed/3/030251_N18.png,N18,3,69
Dataset/Manual/Preprocessed/9/090073_U1.png,U1,9,104
Dataset/Manual/Preprocessed/41/410080_V28.png,V28,41,111
Dataset/Manual/Preprocessed/7/070086_V31.png,V31,7,113
Dataset/Manual/Preprocessed/41/410342_D1.png,D1,41,0
Dataset/Manual/Preprocessed/41/410224_S29.png,S29,41,97
Dataset/Manual/Preprocessed/5/050078_Z1.png,Z1,5,128
Dataset/Manual/Preprocessed/41/410123_G43.png,G43,41,44
Dataset/Manual/Preprocessed/39/390145_U15.png,U15,39,105
Dataset/Manual/Preprocessed/7/070028_G17.png,G17,7,33
Dataset/Manual/Preprocessed/20/200187_X1.png,X1,20,123
Dataset/Manual/Preprocessed/5/050040_M17.png,M17,5,54
Dataset/Manual/Preprocessed/7/070348_M18.png,M18,7,55
Dataset/Manual/Preprocessed/23/230018_G43.png,G43,23,44
Dataset/Manual/Preprocessed/21/210016_D21.png,D21,21,5
Dataset/Manual/Preprocessed/23/230093_P1.png,P1,23,86
Dataset/Manual/Preprocessed/3/030273_Q3.png,Q3,3,91
Dataset/Manual/Preprocessed/5/050064_O50.png,O50,5,85
Dataset/Manual/Preprocessed/9/090419_G1.png,G1,9,31
Dataset/Manual/Preprocessed/3/030423_F16.png,F16,3,22
Dataset/Manual/Preprocessed/5/050070_Q1.png,Q1,5,90
Dataset/Manual/Preprocessed/22/220356_G1.png,G1,22,31
Dataset/Manual/Preprocessed/7/070002_X1.png,X1,7,123
Dataset/Manual/Preprocessed/7/070229_I9.png,I9,7,49
Dataset/Manual/Preprocessed/39/390238_N35.png,N35,39,74
Dataset/Manual/Preprocessed/7/070428_M17.png,M17,7,54
Dataset/Manual/Preprocessed/7/070287_N35.png,N35,7,74
Dataset/Manual/Preprocessed/22/220401_D21.png,D21,22,5
Dataset/Manual/Preprocessed/9/090056_G35.png,G35,9,38
Dataset/Manual/Preprocessed/39/390059_I9.png,I9,39,49
Dataset/Manual/Preprocessed/22/220062_D28.png,D28,22,6
Dataset/Manual/Preprocessed/21/210146_I9.png,I9,21,49
Dataset/Manual/Preprocessed/7/070159_S29.png,S29,7,97
Dataset/Manual/Preprocessed/23/230274_G43.png,G43,23,44
Dataset/Manual/Preprocessed/3/030030_D36.png,D36,3,8
Dataset/Manual/Preprocessed/41/410301_F18.png,F18,41,23
Dataset/Manual/Preprocessed/23/230373_D21.png,D21,23,5
Dataset/Manual/Preprocessed/41/410094_S29.png,S29,41,97
Dataset/Manual/Preprocessed/7/070224_D2.png,D2,7,4
Dataset/Manual/Preprocessed/22/220117_M17.png,M17,22,54
Dataset/Manual/Preprocessed/3/030120_N35.png,N35,3,74
Dataset/Manual/Preprocessed/39/390232_G17.png,G17,39,33
Dataset/Manual/Preprocessed/5/050282_I9.png,I9,5,49
Dataset/Manual/Preprocessed/21/210321_I9.png,I9,21,49
Dataset/Manual/Preprocessed/39/390352_V28.png,V28,39,111
Dataset/Manual/Preprocessed/22/220219_S29.png,S29,22,97
Dataset/Manual/Preprocessed/20/200270_I9.png,I9,20,49
Dataset/Manual/Preprocessed/7/070285_E34.png,E34,7,19
Dataset/Manual/Preprocessed/21/210336_I9.png,I9,21,49
Dataset/Manual/Preprocessed/3/030129_V31.png,V31,3,113
Dataset/Manual/Preprocessed/39/390229_V31.png,V31,39,113
Dataset/Manual/Preprocessed/20/200123_Q3.png,Q3,20,91
Dataset/Manual/Preprocessed/22/220265_V13.png,V13,22,109
Dataset/Manual/Preprocessed/21/210095_N35.png,N35,21,74
Dataset/Manual/Preprocessed/9/090415_I9.png,I9,9,49
Dataset/Manual/Preprocessed/23/230029_G4.png,G4,23,42
Dataset/Manual/Preprocessed/5/050318_M17.png,M17,5,54
Dataset/Manual/Preprocessed/7/070009_X1.png,X1,7,123
Dataset/Manual/Preprocessed/20/200047_Y5.png,Y5,20,127
Dataset/Manual/Preprocessed/22/220343_G17.png,G17,22,33
Dataset/Manual/Preprocessed/9/090284_X1.png,X1,9,123
Dataset/Manual/Preprocessed/41/410045_N35.png,N35,41,74
Dataset/Manual/Preprocessed/41/410209_X1.png,X1,41,123
Dataset/Manual/Preprocessed/22/220208_G17.png,G17,22,33
Dataset/Manual/Preprocessed/22/220121_G29.png,G29,22,37
Dataset/Manual/Preprocessed/41/410168_D54.png,D54,41,13
Dataset/Manual/Preprocessed/41/410302_V31.png,V31,41,113
Dataset/Manual/Preprocessed/41/410392_I9.png,I9,41,49
Dataset/Manual/Preprocessed/20/200136_M17.png,M17,20,54
Dataset/Manual/Preprocessed/9/090196_W24.png,W24,9,121
Dataset/Manual/Preprocessed/39/390227_G43.png,G43,39,44
Dataset/Manual/Preprocessed/41/410035_V4.png,V4,41,114
Dataset/Manual/Preprocessed/21/210083_R8.png,R8,21,94
Dataset/Manual/Preprocessed/9/090143_S29.png,S29,9,97
Dataset/Manual/Preprocessed/23/230192_M17.png,M17,23,54
Dataset/Manual/Preprocessed/3/030457_M17.png,M17,3,54
Dataset/Manual/Preprocessed/22/220081_D21.png,D21,22,5
Dataset/Manual/Preprocessed/22/220352_D21.png,D21,22,5
Dataset/Manual/Preprocessed/7/070212_G7.png,G7,7,46
Dataset/Manual/Preprocessed/20/200317_M17.png,M17,20,54
Dataset/Manual/Preprocessed/22/220059_D46.png,D46,22,11
Dataset/Manual/Preprocessed/21/210353_D36.png,D36,21,8
Dataset/Manual/Preprocessed/23/230047_N35.png,N35,23,74
Dataset/Manual/Preprocessed/22/220313_M17.png,M17,22,54
Dataset/Manual/Preprocessed/5/050178_G35.png,G35,5,38
Dataset/Manual/Preprocessed/3/030229_G40.png,G40,3,43
Dataset/Manual/Preprocessed/39/390187_M17.png,M17,39,54
Dataset/Manual/Preprocessed/20/200155_M8.png,M8,20,65
Dataset/Manual/Preprocessed/39/390336_O50.png,O50,39,85
Dataset/Manual/Preprocessed/5/050130_S29.png,S29,5,97
Dataset/Manual/Preprocessed/41/410174_M17.png,M17,41,54
Dataset/Manual/Preprocessed/3/030421_Z1.png,Z1,3,128
Dataset/Manual/Preprocessed/20/200150_N35.png,N35,20,74
Dataset/Manual/Preprocessed/3/030424_F16.png,F16,3,22
Dataset/Manual/Preprocessed/3/030413_E1.png,E1,3,17
Dataset/Manual/Preprocessed/5/050224_R4.png,R4,5,93
Dataset/Manual/Preprocessed/23/230103_O50.png,O50,23,85
Dataset/Manual/Preprocessed/3/030080_M44.png,M44,3,64
Dataset/Manual/Preprocessed/3/030419_Z1.png,Z1,3,128
Dataset/Manual/Preprocessed/22/220002_I9.png,I9,22,49
Dataset/Manual/Preprocessed/5/050122_D36.png,D36,5,8
Dataset/Manual/Preprocessed/23/230316_D35.png,D35,23,7
Dataset/Manual/Preprocessed/9/090330_I10.png,I10,9,48
Dataset/Manual/Preprocessed/41/410197_D58.png,D58,41,15
Dataset/Manual/Preprocessed/23/230063_N35.png,N35,23,74
Dataset/Manual/Preprocessed/23/230089_U33.png,U33,23,107
Dataset/Manual/Preprocessed/9/090168_X1.png,X1,9,123
Dataset/Manual/Preprocessed/9/090146_N37.png,N37,9,76
Dataset/Manual/Preprocessed/7/070167_G17.png,G17,7,33
Dataset/Manual/Preprocessed/41/410059_U7.png,U7,41,108
Dataset/Manual/Preprocessed/41/410225_Q3.png,Q3,41,91
Dataset/Manual/Preprocessed/5/050366_D21.png,D21,5,5
Dataset/Manual/Preprocessed/7/070043_V13.png,V13,7,109
Dataset/Manual/Preprocessed/20/200293_E34.png,E34,20,19
Dataset/Manual/Preprocessed/41/410216_O50.png,O50,41,85
Dataset/Manual/Preprocessed/23/230127_S29.png,S29,23,97
Dataset/Manual/Preprocessed/7/070134_M17.png,M17,7,54
Dataset/Manual/Preprocessed/7/070115_R8.png,R8,7,94
Dataset/Manual/Preprocessed/41/410009_V31.png,V31,41,113
Dataset/Manual/Preprocessed/9/090173_D58.png,D58,9,15
Dataset/Manual/Preprocessed/3/030028_N14.png,N14,3,67
Dataset/Manual/Preprocessed/5/050304_R8.png,R8,5,94
Dataset/Manual/Preprocessed/3/030043_V28.png,V28,3,111
Dataset/Manual/Preprocessed/41/410249_M17.png,M17,41,54
Dataset/Manual/Preprocessed/21/210026_D21.png,D21,21,5
Dataset/Manual/Preprocessed/23/230292_N14.png,N14,23,67
Dataset/Manual/Preprocessed/39/390186_V31.png,V31,39,113
Dataset/Manual/Preprocessed/39/390270_D21.png,D21,39,5
Dataset/Manual/Preprocessed/3/030170_G43.png,G43,3,44
Dataset/Manual/Preprocessed/7/070201_G43.png,G43,7,44
Dataset/Manual/Preprocessed/21/210265_N35.png,N35,21,74
Dataset/Manual/Preprocessed/7/070379_G43.png,G43,7,44
Dataset/Manual/Preprocessed/3/030085_I9.png,I9,3,49
Dataset/Manual/Preprocessed/22/220217_N35.png,N35,22,74
Dataset/Manual/Preprocessed/9/090006_P8.png,P8,9,88
Dataset/Manual/Preprocessed/41/410339_X1.png,X1,41,123
Dataset/Manual/Preprocessed/23/230091_U28.png,U28,23,106
Dataset/Manual/Preprocessed/21/210206_N41.png,N41,21,77
Dataset/Manual/Preprocessed/9/090022_N35.png,N35,9,74
Dataset/Manual/Preprocessed/20/200361_X1.png,X1,20,123
Dataset/Manual/Preprocessed/41/410351_O50.png,O50,41,85
Dataset/Manual/Preprocessed/41/410274_D21.png,D21,41,5
Dataset/Manual/Preprocessed/23/230016_G17.png,G17,23,33
Dataset/Manual/Preprocessed/41/410173_X1.png,X1,41,123
Dataset/Manual/Preprocessed/3/030377_G43.png,G43,3,44
Dataset/Manual/Preprocessed/22/220266_G43.png,G43,22,44
Dataset/Manual/Preprocessed/39/390030_S29.png,S29,39,97
Dataset/Manual/Preprocessed/21/210289_E34.png,E34,21,19
Dataset/Manual/Preprocessed/5/050135_S29.png,S29,5,97
Dataset/Manual/Preprocessed/41/410196_D58.png,D58,41,15
Dataset/Manual/Preprocessed/39/390159_N35.png,N35,39,74
Dataset/Manual/Preprocessed/5/050160_S29.png,S29,5,97
Dataset/Manual/Preprocessed/20/200140_D58.png,D58,20,15
Dataset/Manual/Preprocessed/5/050002_N35.png,N35,5,74
Dataset/Manual/Preprocessed/23/230022_V28.png,V28,23,111
Dataset/Manual/Preprocessed/41/410335_D21.png,D21,41,5
Dataset/Manual/Preprocessed/41/410186_G25.png,G25,41,35
Dataset/Manual/Preprocessed/23/230371_G43.png,G43,23,44
Dataset/Manual/Preprocessed/9/090350_X1.png,X1,9,123
Dataset/Manual/Preprocessed/7/070019_E23.png,E23,7,18
Dataset/Manual/Preprocessed/7/070209_G39.png,G39,7,41
Dataset/Manual/Preprocessed/23/230303_O50.png,O50,23,85
Dataset/Manual/Preprocessed/3/030283_R8.png,R8,3,94
Dataset/Manual/Preprocessed/23/230343_S29.png,S29,23,97
Dataset/Manual/Preprocessed/9/090078_N35.png,N35,9,74
Dataset/Manual/Preprocessed/20/200005_O50.png,O50,20,85
Dataset/Manual/Preprocessed/7/070137_O28.png,O28,7,80
Dataset/Manual/Preprocessed/9/090187_M16.png,M16,9,53
Dataset/Manual/Preprocessed/7/070016_M20.png,M20,7,57
Dataset/Manual/Preprocessed/39/390274_N35.png,N35,39,74
Dataset/Manual/Preprocessed/23/230320_E34.png,E34,23,19
Dataset/Manual/Preprocessed/39/390171_D58.png,D58,39,15
Dataset/Manual/Preprocessed/9/090360_V31.png,V31,9,113
Dataset/Manual/Preprocessed/41/410286_V31.png,V31,41,113
Dataset/Manual/Preprocessed/7/070364_N35.png,N35,7,74
Dataset/Manual/Preprocessed/39/390040_O50.png,O50,39,85
Dataset/Manual/Preprocessed/22/220111_N35.png,N35,22,74
Dataset/Manual/Preprocessed/21/210218_O1.png,O1,21,79
Dataset/Manual/Preprocessed/21/210054_D35.png,D35,21,7
Dataset/Manual/Preprocessed/20/200318_G43.png,G43,20,44
Dataset/Manual/Preprocessed/23/230075_O50.png,O50,23,85
Dataset/Manual/Preprocessed/9/090347_G17.png,G17,9,33
Dataset/Manual/Preprocessed/39/390370_Q1.png,Q1,39,90
Dataset/Manual/Preprocessed/20/200259_N35.png,N35,20,74
Dataset/Manual/Preprocessed/22/220042_M17.png,M17,22,54
Dataset/Manual/Preprocessed/41/410138_D21.png,D21,41,5
Dataset/Manual/Preprocessed/9/090369_I9.png,I9,9,49
Dataset/Manual/Preprocessed/21/210125_O50.png,O50,21,85
Dataset/Manual/Preprocessed/39/390397_V31.png,V31,39,113
Dataset/Manual/Preprocessed/20/200103_E34.png,E34,20,19
Dataset/Manual/Preprocessed/7/070306_D36.png,D36,7,8
Dataset/Manual/Preprocessed/22/220008_D36.png,D36,22,8
Dataset/Manual/Preprocessed/5/050069_I9.png,I9,5,49
Dataset/Manual/Preprocessed/3/030131_G5.png,G5,3,45
Dataset/Manual/Preprocessed/9/090306_G43.png,G43,9,44
Dataset/Manual/Preprocessed/23/230384_O50.png,O50,23,85
Dataset/Manual/Preprocessed/41/410233_N35.png,N35,41,74
Dataset/Manual/Preprocessed/21/210286_O1.png,O1,21,79
Dataset/Manual/Preprocessed/20/200139_M23.png,M23,20,58
Dataset/Manual/Preprocessed/5/050402_M17.png,M17,5,54
Dataset/Manual/Preprocessed/3/030354_D2.png,D2,3,4
Dataset/Manual/Preprocessed/22/220182_N35.png,N35,22,74
Dataset/Manual/Preprocessed/9/090171_S29.png,S29,9,97
Dataset/Manual/Preprocessed/39/390015_G17.png,G17,39,33
Dataset/Manual/Preprocessed/39/390136_G43.png,G43,39,44
Dataset/Manual/Preprocessed/23/230385_V13.png,V13,23,109
Dataset/Manual/Preprocessed/23/230336_G43.png,G43,23,44
Dataset/Manual/Preprocessed/3/030114_D21.png,D21,3,5
Dataset/Manual/Preprocessed/5/050420_N35.png,N35,5,74
Dataset/Manual/Preprocessed/21/210314_X1.png,X1,21,123
Dataset/Manual/Preprocessed/20/200291_S29.png,S29,20,97
Dataset/Manual/Preprocessed/9/090213_O34.png,O34,9,82
Dataset/Manual/Preprocessed/3/030057_N17.png,N17,3,68
Dataset/Manual/Preprocessed/3/030338_Z1.png,Z1,3,128
Dataset/Manual/Preprocessed/9/090266_V31.png,V31,9,113
Dataset/Manual/Preprocessed/22/220279_N29.png,N29,22,71
Dataset/Manual/Preprocessed/21/210084_E34.png,E34,21,19
Dataset/Manual/Preprocessed/3/030461_O49.png,O49,3,84
Dataset/Manual/Preprocessed/7/070357_U1.png,U1,7,104
Dataset/Manual/Preprocessed/3/030343_Q3.png,Q3,3,91
Dataset/Manual/Preprocessed/7/070125_S29.png,S29,7,97
Dataset/Manual/Preprocessed/22/220273_S29.png,S29,22,97
Dataset/Manual/Preprocessed/7/070035_M17.png,M17,7,54
Dataset/Manual/Preprocessed/20/200088_E34.png,E34,20,19
Dataset/Manual/Preprocessed/21/210208_N35.png,N35,21,74
Dataset/Manual/Preprocessed/23/230333_S29.png,S29,23,97
Dataset/Manual/Preprocessed/5/050015_X1.png,X1,5,123
Dataset/Manual/Preprocessed/23/230019_W18.png,W18,23,118
Dataset/Manual/Preprocessed/22/220262_N1.png,N1,22,66
Dataset/Manual/Preprocessed/7/070434_M17.png,M17,7,54
Dataset/Manual/Preprocessed/23/230262_O50.png,O50,23,85
Dataset/Manual/Preprocessed/7/070007_M17.png,M17,7,54
Dataset/Manual/Preprocessed/20/200041_D2.png,D2,20,4
Dataset/Manual/Preprocessed/5/050323_V13.png,V13,5,109
Dataset/Manual/Preprocessed/41/410386_G17.png,G17,41,33
Dataset/Manual/Preprocessed/7/070186_R8.png,R8,7,94
Dataset/Manual/Preprocessed/7/070101_N35.png,N35,7,74
Dataset/Manual/Preprocessed/7/070055_G17.png,G17,7,33
Dataset/Manual/Preprocessed/41/410205_F26.png,F26,41,24
Dataset/Manual/Preprocessed/21/210245_E34.png,E34,21,19
Dataset/Manual/Preprocessed/22/220040_E34.png,E34,22,19
Dataset/Manual/Preprocessed/3/030422_Z1.png,Z1,3,128
